AQUILA,manager-6.0,1566286264
<<<<<<< HEAD
AQUILA,manager-7.0,1574132309
=======
AQUILA,manager-7.0,1583235050
>>>>>>> bf53d3e... WARP-42468-DeployManager-7.0.2002a-final: add metainfo for Manager-7.0.2002a-final
AQUILA,manager-7.0.1908a-final,1569225957
AQUILA,manager-7.0.1908a-rc0,1566294892
AQUILA,manager-7.0.1908a-rc1,1567758324
AQUILA,manager-7.0.1910a-final,1574308590
AQUILA,manager-7.0.1910a-rc0,1569759284
AQUILA,manager-7.0.1910a-rc1,1571377679
AQUILA,manager-7.0.1910a-rc2,1572435079
AQUILA,manager-7.0.1910a-rc3,1573442182
AQUILA,manager-7.0.1910a-rc4,1574151636
<<<<<<< HEAD
=======
AQUILA,manager-7.0.1912b-rc0,1582877002
AQUILA,manager-7.0.2002a-rc0,1582281653
AQUILA,manager-7.0.2002a-rc1,1582808374
>>>>>>> bf53d3e... WARP-42468-DeployManager-7.0.2002a-final: add metainfo for Manager-7.0.2002a-final
ARGODB_COMPUTING,argodb-1.0,1549010499
ARGODB_COMPUTING,argodb-1.0.0-final,1549010499
ARGODB_COMPUTING,argodb-1.0.0-rc0,1536049838
ARGODB_COMPUTING,argodb-1.0.0-rc1,1536654666
ARGODB_COMPUTING,argodb-1.0.0-rc2,1541757411
ARGODB_COMPUTING,argodb-1.0.0-rc3,1542782401
ARGODB_COMPUTING,argodb-1.0.0-rc4,1545648554
ARGODB_COMPUTING,argodb-1.0.0-rc5,1548825233
ARGODB_COMPUTING,argodb-1.0.0-rc6,1548825233
ARGODB_COMPUTING,argodb-1.1,1553657724
ARGODB_COMPUTING,argodb-1.1.0-final,1553919940
ARGODB_COMPUTING,argodb-1.1.0-rc0,1551686032
ARGODB_COMPUTING,argodb-1.1.0-rc1,1552019627
ARGODB_COMPUTING,argodb-1.1.0-rc2,1552993973
ARGODB_COMPUTING,argodb-1.1.0-rc3,1553657978
ARGODB_COMPUTING,argodb-1.1.0-rc4,1553850561
ARGODB_COMPUTING,argodb-1.2,1562833848
ARGODB_COMPUTING,argodb-1.2.0-final,1559793378
ARGODB_COMPUTING,argodb-1.2.0-rc0,1558090017
ARGODB_COMPUTING,argodb-1.2.0-rc1,1558960585
ARGODB_COMPUTING,argodb-1.2.0-rc2,1559619798
ARGODB_COMPUTING,argodb-1.3,1574238263
ARGODB_COMPUTING,argodb-1.3.0-final,1569809002
ARGODB_COMPUTING,argodb-1.3.0-rc0,1565256449
ARGODB_COMPUTING,argodb-1.3.0-rc1,1566905510
ARGODB_COMPUTING,argodb-1.3.0-rc2,1569217197
ARGODB_COMPUTING,argodb-1.3.1-final,1573540524
ARGODB_COMPUTING,argodb-1.3.1-rc0,1572438403
ARGODB_COMPUTING,argodb-1.3.1-rc1,1572953198
ARGODB_STORAGE,argodb-1.0,1553236585
ARGODB_STORAGE,argodb-1.0.0-final,1550572412
ARGODB_STORAGE,argodb-1.0.0-rc0,1536049838
ARGODB_STORAGE,argodb-1.0.0-rc1,1536654666
ARGODB_STORAGE,argodb-1.0.0-rc2,1541757411
ARGODB_STORAGE,argodb-1.0.0-rc3,1542782401
ARGODB_STORAGE,argodb-1.0.0-rc4,1545648554
ARGODB_STORAGE,argodb-1.0.0-rc5,1548825233
ARGODB_STORAGE,argodb-1.0.0-rc6,1548825233
ARGODB_STORAGE,argodb-1.1,1553585882
ARGODB_STORAGE,argodb-1.1.0-final,1553919940
ARGODB_STORAGE,argodb-1.1.0-rc0,1551698120
ARGODB_STORAGE,argodb-1.1.0-rc1,1552018209
ARGODB_STORAGE,argodb-1.1.0-rc2,1553244391
ARGODB_STORAGE,argodb-1.1.0-rc3,1553657978
ARGODB_STORAGE,argodb-1.1.0-rc4,1553850561
ARGODB_STORAGE,argodb-1.2,1562833848
ARGODB_STORAGE,argodb-1.2.0-final,1559793378
ARGODB_STORAGE,argodb-1.2.0-rc0,1558090017
ARGODB_STORAGE,argodb-1.2.0-rc1,1558960585
ARGODB_STORAGE,argodb-1.2.0-rc2,1559619798
ARGODB_STORAGE,argodb-1.3,1574138410
ARGODB_STORAGE,argodb-1.3.0-final,1569809002
ARGODB_STORAGE,argodb-1.3.0-rc0,1565275002
ARGODB_STORAGE,argodb-1.3.0-rc1,1566905510
ARGODB_STORAGE,argodb-1.3.0-rc2,1569459364
ARGODB_STORAGE,argodb-1.3.1-final,1573540524
ARGODB_STORAGE,argodb-1.3.1-rc0,1572499575
ARGODB_STORAGE,argodb-1.3.1-rc1,1572953198
CATALOG,studio-1.0,1562318482
CATALOG,studio-1.1,1562666755
CATALOG,studio-1.1.0-final,1563443472
CATALOG,studio-1.1.0-rc0,1557919223
CATALOG,studio-1.1.0-rc1,1559727677
CATALOG,studio-1.1.0-rc2,1562055148
CATALOG,studio-1.2,1573815281
CATALOG,studio-1.2.0-rc0,1569569559
CATALOG,studio-1.2.0-rc1,1571148079
CATALOG,studio-1.2.0-rc2,1572436304
CATALOG,studio-1.2.0-rc3,1573815281
CATALOG,studio-1.3,1574403871
CATALOG,studio-1.3.0-rc0,1574403871
CODIS,transwarp-5.2,1553225275
CODIS,transwarp-5.2.0-final,1528461601
CODIS,transwarp-5.2.0-rc0,1532523212
CODIS,transwarp-5.2.0-rc1,1532523212
CODIS,transwarp-5.2.0-rc2,1532523212
CODIS,transwarp-5.2.0-rc3,1532523212
CODIS,transwarp-5.2.0-rc4,1532523212
CODIS,transwarp-5.2.0-rc5,1532523212
CODIS,transwarp-5.2.1-final,1532934991
CODIS,transwarp-5.2.1-rc0,1532523212
CODIS,transwarp-5.2.1-rc1,1532523212
CODIS,transwarp-5.2.1-rc2,1532523212
CODIS,transwarp-5.2.2-final,1534302874
CODIS,transwarp-5.2.2-rc0,1533803091
CODIS,transwarp-5.2.2-rc1,1534149696
CODIS,transwarp-5.2.3-final,1546001612
CODIS,transwarp-5.2.3-rc0,1541400980
CODIS,transwarp-5.2.3-rc1,1545634546
CODIS,transwarp-5.2.4-final,1554787527
CODIS,transwarp-5.2.4-rc0,1552737709
CODIS,transwarp-5.2.4-rc1,1553711237
CODIS,transwarp-5.2.4-rc2,1554206550
CODIS,transwarp-6.0,1552381789
CODIS,transwarp-6.0.0-final,1536288970
CODIS,transwarp-6.0.0-rc0,1534497354
CODIS,transwarp-6.0.0-rc1,1534993611
CODIS,transwarp-6.0.0-rc2,1535473677
CODIS,transwarp-6.0.0-rc3,1535958716
CODIS,transwarp-6.0.1-final,1541673832
CODIS,transwarp-6.0.1-rc0,1540367760
CODIS,transwarp-6.0.1-rc1,1540814547
CODIS,transwarp-6.0.1-rc2,1541396852
CODIS,transwarp-6.0.1-rc3,1546575291
CODIS,transwarp-6.0.1-rc4,1547542607
CODIS,transwarp-6.0.2-final,1552924260
CODIS,transwarp-6.0.2-rc0,1552381789
CODIS,transwarp-6.2,1573547390
CODIS,transwarp-6.2.0-final,1564732398
CODIS,transwarp-6.2.0-rc0,1561042464
CODIS,transwarp-6.2.0-rc1,1562356225
CODIS,transwarp-6.2.0-rc2,1563505658
CODIS,transwarp-6.2.0-rc3,1564211421
CODIS,transwarp-6.2.1-rc0,1573547390
DASHBOARD,1.5,1501124826
DASHBOARD,manager-6.0,1551940541
DASHBOARD,manager-6.0.1810a-final,1540190961
DASHBOARD,manager-6.0.1810a-rc0,1539618494
DASHBOARD,manager-6.0.1811a-final,1541673832
DASHBOARD,manager-6.0.1811a-rc0,1540369145
DASHBOARD,manager-6.0.1811a-rc1,1540814547
DASHBOARD,manager-6.0.1812a-final,1548058636
DASHBOARD,manager-6.0.1812a-rc0,1546427569
DASHBOARD,manager-6.0.1812a-rc1,1546575291
DASHBOARD,manager-6.0.1812a-rc2,1547542607
DASHBOARD,manager-6.0.1905a-final,1559724823
DASHBOARD,manager-6.0.1905a-rc0,1558232322
DASHBOARD,manager-6.0.1905a-rc1,1559011977
DASHBOARD,manager-6.0.1907a-final,1566295187
DASHBOARD,manager-6.0.1907a-rc0,1562907713
DASHBOARD,manager-6.0.1907a-rc1,1565853395
DASHBOARD,manager-6.0.1909a-rc0,1568889350
DASHBOARD,manager-7.0,1566294892
DASHBOARD,manager-7.0.1908a-final,1569222959
DASHBOARD,manager-7.0.1908a-rc0,1566294892
DASHBOARD,manager-7.0.1908a-rc1,1567758324
DASHBOARD,manager-7.0.1910a-final,1574308590
DASHBOARD,manager-7.0.1910a-rc0,1569759284
DASHBOARD,manager-7.0.1910a-rc1,1571377679
DASHBOARD,manager-7.0.1910a-rc2,1572435079
DASHBOARD,manager-7.0.1910a-rc3,1573442182
DASHBOARD,manager-7.0.1910a-rc4,1574064030
<<<<<<< HEAD
=======
DASHBOARD,manager-7.0.1912b-rc0,1577785362
DASHBOARD,manager-7.0.2002a-rc0,1582105254
DASHBOARD,manager-7.0.2002a-rc1,1582808374
>>>>>>> bf53d3e... WARP-42468-DeployManager-7.0.2002a-final: add metainfo for Manager-7.0.2002a-final
DASHBOARD,transwarp-5.0,1506700800
DASHBOARD,transwarp-5.0.0-final,1504751880
DASHBOARD,transwarp-5.0.0-rc5,1502528100
DASHBOARD,transwarp-5.0.0-rc6,1504684662
DASHBOARD,transwarp-5.0.0-rc7,1504352880
DASHBOARD,transwarp-5.0.1-final,1510568927
DASHBOARD,transwarp-5.0.1-rc0,1509973983
DASHBOARD,transwarp-5.0.1-rc1,1510141121
DASHBOARD,transwarp-5.1,1527577802
DASHBOARD,transwarp-5.1.0-final,1512387545
DASHBOARD,transwarp-5.1.0-rc1,1509703781
DASHBOARD,transwarp-5.1.0-rc2,1510135775
DASHBOARD,transwarp-5.1.0-rc3,1510571995
DASHBOARD,transwarp-5.1.0-rc4,1511429823
DASHBOARD,transwarp-5.1.0-rc5,1511866544
DASHBOARD,transwarp-5.1.0-rc6,1511953063
DASHBOARD,transwarp-5.1.0-rc7,1512036034
DASHBOARD,transwarp-5.1.1-final,1515403733
DASHBOARD,transwarp-5.1.1-rc0,1514284115
DASHBOARD,transwarp-5.1.1-rc1,1514541659
DASHBOARD,transwarp-5.1.1-rc2,1515124187
DASHBOARD,transwarp-5.1.2-final,1519632186
DASHBOARD,transwarp-5.1.2-rc0,1517313204
DASHBOARD,transwarp-5.1.2-rc1,1517562509
DASHBOARD,transwarp-5.1.2-rc2,1518084765
DASHBOARD,transwarp-5.1.2-rc3,1518430329
DASHBOARD,transwarp-5.1.3-final,1524829136
